FID	IID	pheno_3	pheno_4	pheno_5	pheno_6	pheno_7	pheno_8	pheno_9	pheno_11	pheno_12	pheno_13	pheno_14	pheno_15	pheno_16	pheno_17	pheno_18	pheno_20	pheno_21	pheno_23	pheno_24	pheno_25	pheno_26	pheno_27	pheno_29	pheno_30	pheno_33	pheno_34	pheno_35	pheno_36	pheno_39	pheno_40	pheno_41	pheno_42	pheno_43	pheno_45	pheno_47	pheno_48	pheno_49	pheno_54	pheno_55	pheno_56	pheno_59	pheno_60	pheno_61	pheno_62	pheno_63	pheno_64	pheno_65	pheno_66	pheno_70	pheno_72
5002	5002	114.176456383108	115.81540024895	124.333924421336	114.281977198711	112.052715095953	118.122941894826	119.959259003369	120.29748649406	116.665867111927	122.009467379466	119.381222793912	NA	118.416671326406	122.049808274123	121.976492212225	122.72474235998	113.000020195483	NA	120.677450813122	118.991553200641	120.6347019604	120.097018739437	118.08879539214	119.666963959447	124.375382706972	115.949088233017	NA	120.572290310894	120.656839233613	119.49879535034	119.316911118717	118.772084088196	116.22519153397	121.356372177812	113.978080993034	116.776242035611	126.217608005989	112.255947304764	120.833585497672	123.293922057015	117.037442197299	115.108321683432	111.882440142595	NA	115.584562072431	116.747316899812	NA	127.909754529728	115.760337872323	112.336447543846
5003	5003	NA	110.46533345995	111.972300921164	114.680190592048	117.093621648571	109.13265681169	107.752288444864	105.124491977772	117.683279991993	115.354663511917	113.259233783327	112.422866424379	109.794265471531	105.900398613948	115.412537585962	NA	108.826353631669	NA	112.378071035625	106.48323165492	NA	114.612659873922	107.629365583332	106.156001026957	113.809710176935	113.796947670905	105.03368477473	111.453650047771	NA	113.904626244656	113.658818999802	110.402521060984	110.699754479567	NA	106.461775935702	111.9824431334	106.923144007526	116.633261620904	110.906214842945	109.687759717885	112.136194067858	110.459108220505	112.478488728808	112.352526263764	112.316289954086	NA	NA	NA	NA	110.218902279902
5004	5004	107.745665311517	110.999242885335	111.200445830578	114.116316825885	116.2416302952	114.427090897672	112.202563342003	115.324842912042	108.609649653339	109.482300341863	105.923695607916	105.993648387907	NA	105.864796885599	108.763993367099	NA	NA	114.258295561997	98.9382800374675	107.000364229309	111.1620188471	NA	NA	108.78124464393	114.876504977629	109.07315608688	108.626817989403	107.018758228311	108.125747211078	115.575963116421	109.068740601024	108.953447345199	106.382371386906	112.984971279457	103.633346966565	109.894296701685	102.401029975747	113.605459298042	111.920257148954	NA	107.870567736386	106.928705247687	106.879904580284	113.466006055104	110.010735926769	115.106690217827	111.63692767998	111.926101007525	110.466438147391	104.787850873601
5009	5009	NA	107.959432675507	110.05444969244	107.960267280209	108.713531492474	112.332773069294	108.368153802313	108.502380931752	109.721999109512	109.306387829055	111.41448881279	108.546312970928	116.665720656743	111.626231733864	113.504016210028	NA	107.686506195132	109.612058210076	111.296282939763	107.973651903051	107.047437591919	112.90129965589	NA	111.402386127595	110.445537576118	111.037800503093	109.219513928547	109.352593795345	115.171599497729	111.698684788595	109.406178529735	NA	112.306869186953	NA	111.668445235501	NA	106.157888358787	108.672603299869	110.937085872667	NA	107.877608915573	115.935917049441	111.743369015343	113.614927682112	105.476625086836	110.428002404829	NA	102.808667884017	107.91000161101	108.790930807912
5010	5010	115.120999484582	116.859257145486	114.392406740418	120.210997304298	123.962778910324	121.140949885949	120.471736736634	122.818443145433	NA	115.510397569975	122.201727164215	115.385663118116	117.152922071042	119.428897485076	120.272766555387	115.921517032948	NA	123.343205656504	NA	116.594235318705	123.387796772224	117.822690857057	113.39041226784	111.912458726483	116.163836280153	NA	124.191259268759	113.536995847903	118.463314481525	120.38794539455	NA	120.354914859573	120.792428649151	NA	129.453032993739	115.388537607646	117.19664168796	119.695381434024	116.629458397951	122.172146651561	121.698496707254	122.745976198628	115.571324631476	118.520970951677	116.543965235588	116.836703528195	NA	119.418897356134	120.94231164588	115.937389367639
5014	5014	127.251824555416	125.059347398091	127.436162915739	125.776439446251	132.239172884578	125.213099431038	NA	128.660729948718	120.812744323045	129.511059658439	127.063211726447	126.703552578787	129.9237358451	131.415375292088	124.925312857308	127.719440019428	124.415826776415	123.155333561245	127.461350324908	127.553636821116	122.631113987359	123.510845788977	130.887638749218	125.482027183172	120.495449452401	133.002574807467	NA	NA	NA	133.128601830621	125.885052375104	127.268532571614	130.927989044711	129.731956299201	128.744478000966	127.025863011898	117.167825873869	128.001022533955	132.187942825045	126.254788532342	128.662375006466	131.042475323497	125.278167001135	121.74581336028	124.739570378587	127.378640326605	123.993163867544	NA	127.506981333582	129.959868602319
5016	5016	127.481380613764	128.753668022823	128.304299721677	131.734627213682	126.67669472977	120.714983956754	125.795190982864	130.200504426164	129.517527708545	125.758810373796	128.999243824078	132.105871423758	131.946196620396	124.623004580438	134.869003952857	131.596348810825	NA	127.375012529843	130.749528030888	130.366872224503	130.266461214893	125.814074209644	129.912355639486	127.398311824949	125.236140590146	125.790182085918	131.442650050173	127.429859018869	128.323479757882	129.629597968709	127.088362568875	123.517675828738	126.47090541655	129.991179746431	128.459784146746	130.048807602263	133.271688100296	124.57523252309	124.611797150792	130.633024382612	125.671676329842	NA	125.441189015849	129.659983789587	129.756759868623	119.423941965513	134.088846147604	133.788495679308	125.731814758018	134.749129955012
5019	5019	125.356956606708	120.113219876649	111.959100878852	118.885065571792	NA	114.889686629934	109.541501295261	120.500647031249	118.722691438069	120.604093773237	122.9204843357	122.743739470426	122.10604557146	122.507898970041	119.965063890296	NA	121.43755968892	120.110133922787	123.598640196292	NA	NA	121.977078930906	NA	119.912482672524	121.786731400522	116.199409226275	114.799006517944	120.704902078083	116.669298511378	116.1152302949	120.1303608801	NA	116.50058510093	115.713354520036	120.316022331109	119.203661996551	113.892647031016	120.56692773484	124.91482340486	126.875775590686	110.487081132531	124.966657240214	126.691930332548	121.315009420225	119.053556523726	113.086821001454	NA	117.002247633335	NA	115.557856884043
5021	5021	121.30118367756	124.615533925855	124.780811347472	NA	124.485286870099	123.252229660114	NA	125.718625720489	124.311143638362	125.909732702276	125.866461268619	123.07909854857	126.503283171568	124.613180129433	131.258375416765	129.657040531663	122.194386411329	123.622455109485	126.388927855998	119.968490643375	125.189235492427	120.799344928511	133.021212050133	122.657871127588	125.340393749993	125.140547441663	NA	125.00593742319	123.126234248611	126.010293655477	NA	129.367423340379	124.05879478819	125.479175860695	126.279024017172	127.093880208139	126.561274893766	120.585916953283	124.729129377905	NA	127.368232469239	126.043654401314	127.315153734652	130.42421481373	117.121576212853	133.961913931698	124.412652844749	126.310700434754	NA	125.311345182914
5022	5022	118.445702732236	113.853092582189	116.602440297671	110.15841709547	114.779858631259	116.835276731519	116.01284125515	114.07389057102	116.098042255385	114.783783973736	116.899083814612	116.171852789467	117.194356444007	111.266456518479	112.424497839936	113.406107445755	113.524745646673	NA	115.978411394031	109.363440019242	114.567777390849	114.959580521125	111.625696300076	112.334823852387	112.124942795554	112.909442204451	120.002010314965	115.01811020125	109.523839127619	115.138717653859	112.567961138914	114.952125485528	117.363305546982	119.464152446017	114.745652733194	109.013863001587	117.785912889736	119.115345652899	120.585490817163	113.182781428454	106.586815817111	NA	115.01704902468	116.468965644082	105.027875912983	116.496240216992	113.720380949074	117.103830878665	110.652053549913	115.680174730305
5025	5025	117.730754407988	122.223055129635	121.0035471784	126.742587106733	120.703626522459	112.273104709579	126.464678897541	124.472545063297	121.328323264446	123.739899428983	124.083328277409	NA	123.214044136579	118.754739288723	128.058554883117	128.998385960398	122.233019389935	124.053418919393	125.698483147293	NA	123.470230581599	125.266334325196	120.108082677004	119.206205647274	131.062083987473	124.974969219351	125.314515509136	122.024851844124	124.358846359626	122.497813071071	122.936528967835	NA	126.376897838524	120.668383407603	119.187883462874	128.692493380641	116.247042701753	118.631236103214	122.458355196625	NA	117.396328700794	122.815563884174	124.004988086969	122.141902392727	125.269378680366	124.987961364156	119.752437903555	121.093303023141	125.936054113712	126.273160917087
5027	5027	118.656478480766	124.059461984213	123.704538468162	123.945271488753	123.362994579173	121.917747156351	119.99599881915	114.346680101479	118.63983592832	125.60540470232	115.710055646866	NA	115.652795750355	125.902474928518	121.205841441597	NA	129.585416254554	127.210340843377	114.496515922817	124.973697167656	113.998548333426	119.830587622207	120.084291562792	122.48729649574	116.899221435473	121.560457193416	118.674684168291	121.253123503364	NA	119.966068088877	126.724974161039	119.304900275451	126.232386480255	121.832195177343	119.346960734443	124.165753526305	121.229289952395	118.428795277781	121.406272150143	121.812457844555	121.518113668318	119.713119650198	125.647508563819	116.879111809766	119.501550565382	118.686401719849	121.492369959857	118.152728872133	118.551452379516	121.347303047818
5028	5028	121.694119622886	131.564707674289	123.739133812869	130.20899800769	125.952827087461	127.029102166866	129.820257243881	129.042253744961	NA	127.190863359215	127.605769057064	NA	129.815249038045	129.48130756548	122.959697652507	126.358632829345	NA	130.358718078192	126.769400226722	NA	125.443833172871	123.642141475157	117.502016390799	127.527750984879	124.4411302072	132.142038222134	134.142853856592	125.243622388521	126.586032022983	126.492125057234	124.691865678543	125.371108196455	NA	130.080789210505	124.638766752851	NA	128.590053053101	126.325376193879	125.38143652253	124.99781248798	126.565488941267	127.693473891368	134.318593750476	130.934349167079	NA	NA	NA	123.685604874362	124.014415184448	128.03005937652
5029	5029	119.324786962821	127.777270091434	125.055079240767	NA	118.682379344128	122.84739847007	125.971530310111	123.997988855795	122.716276568728	122.873340597793	122.154405770444	122.327105408354	120.77645702599	123.808269480308	121.753870659336	120.497433339676	NA	NA	123.088321389666	NA	NA	122.993944915044	NA	126.416162963621	119.452211591774	130.922458547467	NA	127.320112288519	125.237235693638	121.46424006112	119.826265116471	115.505509023422	126.3425538771	123.32849222644	120.801901149325	121.567351634056	122.326950379195	118.687741874403	124.800833898805	126.255802520119	119.941760587973	125.143189224108	127.855366349945	129.591091301454	NA	NA	129.729224106079	120.524012904257	123.878344843683	124.145595142452
5030	5030	106.752128912451	NA	110.803429008625	110.746399207034	106.515123027242	NA	103.120557198406	110.777330578615	109.229835299173	103.882342592683	107.419221413465	NA	NA	109.264329262479	103.129008299264	NA	NA	109.810417049858	110.216195745261	109.903854820517	108.933387107208	106.544311282311	NA	NA	108.753571565003	107.111229393525	106.827588136787	111.425511421728	NA	110.737772466066	108.749576861643	114.566930103177	115.778621670637	110.635966333698	112.06799407684	NA	101.33896506254	111.235587991658	109.91672300082	NA	108.399062937376	110.850022432506	NA	114.797937713787	NA	116.305112395891	112.617805842252	114.517056248538	111.82896404859	107.690716338599
5031	5031	121.029545352411	116.159662124279	124.269438180731	121.30365602699	116.778248290364	119.350566775267	117.535417242968	118.564857828054	114.156339134488	125.048394641671	120.242882335712	121.04751069131	121.011725269645	121.256798870051	NA	123.105178885132	121.297583764888	116.307440200679	119.630570745799	118.634848647964	122.343474325262	NA	120.094649147536	NA	NA	115.659865240242	119.869731788921	117.230370818993	115.011757641605	121.800877759043	121.753572797496	118.240704161076	123.597032407824	113.102270834556	117.365491380094	116.586482267729	119.21017995239	NA	123.508167069199	124.031697393341	123.417166849172	122.875771156474	116.00011558981	116.97745517874	NA	121.855998192159	118.000615847113	117.200563105521	NA	120.918834929722
5032	5032	125.661594267947	127.959498586028	126.495628321286	127.835936472892	125.624604796692	131.330636619978	127.380294969791	123.976405813561	115.431566398178	131.399897144569	124.034240298102	125.303323047777	126.937814995553	126.301256532755	123.590146982424	127.523030820078	131.313443110592	125.917156550662	127.354069091226	130.044049769144	123.963106772252	124.828558083057	123.681735810682	128.012856799869	120.742706977999	125.26517648566	127.954415070654	120.761728691296	NA	127.573060757464	121.318568420667	NA	127.002426141122	125.779131315968	125.257658968859	126.142119577341	124.180646535941	126.696343242482	128.599919748575	123.251139073532	128.494125032043	123.106247438402	123.056973262848	121.378069661687	129.025194768655	128.487887691091	125.756222300869	122.119109545961	NA	131.034954519877
5033	5033	101.409101966285	100.80985640938	112.025484627673	106.007750035628	108.263520732467	103.293620731384	105.918287747713	108.569985919866	106.861770787142	104.297632060045	98.8894741497033	101.918029763609	NA	106.43717656721	105.454183098066	NA	NA	106.450725869833	107.049125936585	107.681777804273	104.387706463312	106.086710863047	107.027480276791	107.451519673674	110.641205447276	105.931463746141	NA	104.63740430527	NA	102.658002757227	104.148365337068	106.803359847583	103.783750708496	NA	104.208823962295	NA	105.436931968752	100.39486958146	98.42283298712	107.039502232206	105.383344052242	110.508964080018	104.267485174695	NA	NA	105.184584959348	107.647415642888	103.945224266499	105.940026369408	NA
5034	5034	122.700573906343	NA	121.377616745368	NA	NA	117.441306981493	115.091146579606	113.496890512894	NA	111.625470940574	112.561116740936	119.59802437528	117.35606391041	118.944067628384	118.738891461514	113.399845557342	108.713760948229	116.42571365815	118.450503355928	120.764339393315	NA	122.832386811291	115.6680735456	111.904254070454	119.283001578112	115.39762491269	114.905751230615	115.419256829981	110.708451384515	115.107352608036	121.40586404115	120.770414129428	121.32622077365	110.321303947799	115.676019194736	117.132726774738	119.569961880007	117.586533306174	116.870851112158	116.21364513002	120.398533334562	116.338028167348	115.875370887192	114.862625341538	116.548381224455	112.407824307817	128.27064157886	119.465654604767	111.295091299131	121.485022674778
5035	5035	115.694704948432	118.100415859457	117.156657338131	NA	118.46673212054	118.758726982831	116.737407771426	117.963205089068	107.564751973033	112.794269800348	114.380932252063	118.974447015191	120.965310538065	NA	118.510716529463	117.281464510793	115.42652001645	119.782085942657	124.353332738406	119.671606570565	115.684087432069	114.99995857813	111.016240740697	116.65939450708	120.695132384091	117.804720896032	NA	116.908152415687	113.814343103114	120.264614625285	NA	117.834531798049	NA	114.111322865371	120.157268124605	NA	117.197066123427	116.369357740672	117.093126828913	113.554997264291	121.687022810721	NA	116.498163060164	118.270231699842	115.300706774161	116.86240972383	121.011998149582	116.703880463545	NA	119.327464986784
5036	5036	108.614529868917	116.191322933532	111.945605082732	NA	NA	116.620263553627	109.558895950254	111.163557487998	110.689657236754	104.402976186573	NA	112.520311810336	110.253573946801	110.149570623432	105.795200827232	NA	112.080567183184	105.868629949428	112.571588496439	111.904005667782	108.678837996627	NA	110.516016764861	106.662069498417	108.742200690178	113.659340217544	103.3488101536	104.065600111708	112.163566309488	113.512345972433	111.73332205903	109.157030273044	109.756721668371	105.262412663167	112.463160316232	111.510691237565	108.020634160854	109.997827339267	NA	112.183421967611	110.43806733628	110.026414167114	113.27001597547	109.612292777013	112.616748686254	108.999083590929	110.892056293997	109.079313145978	109.20104493201	107.290607412665
5038	5038	104.929583382966	108.22414804121	113.2250396371	108.2974937008	111.920436891355	110.572066136638	111.175187827829	112.203973150907	NA	106.677493994576	102.297104159602	110.26817831943	110.441256275272	111.522002925943	112.862820327301	NA	108.705827179119	110.818194672815	111.772739199599	112.959245900672	117.268152493688	105.111494963133	112.044745764673	NA	114.544128049767	108.320466837569	106.525349182044	109.407196248393	109.213455662351	109.541752551283	NA	111.372186147467	113.909391030018	111.683907663482	116.895952770118	106.510426959649	115.635111919814	110.436723044129	103.760803730924	NA	108.19046918846	106.487532944133	113.310061085131	120.329872191365	106.016617605119	116.133528777863	109.876895781127	108.951749404228	107.712743139565	114.367873564946
5040	5040	NA	131.956074863963	133.996108775755	131.416873277291	NA	NA	128.846392687032	131.961753323491	130.501032898381	136.178366232982	127.690185161985	136.003013127347	135.43255705782	129.010768666091	132.040458490766	129.747941794535	132.418624399784	131.171624946559	129.832174547713	135.499018378811	133.318584841103	NA	129.231644371672	132.1304477526	NA	132.750250015444	136.032949121086	NA	134.462763167526	132.254912720307	NA	131.844224467906	128.419247271517	136.624268537479	136.82086666805	124.740919674098	133.007449855087	127.799378893685	132.842588387836	132.419474605899	135.437994111274	134.082739108394	135.025891548756	130.006927711336	NA	131.344877972902	NA	130.827802961212	130.413257500308	127.896227423444
5042	5042	127.796595696646	133.288157135893	126.899633200339	133.457696988601	133.589937673412	130.416125253287	131.592094102694	125.970078640478	126.28257556448	129.802045411722	125.126712936188	128.294124355193	132.650462169699	127.932757917711	129.833911759098	128.430774251984	NA	131.983493175899	134.141368384336	NA	128.309281971455	NA	126.383303901899	124.580566334883	132.434134957997	128.173844629211	NA	122.943007731245	131.026603512487	133.540272445515	128.235889425144	NA	NA	131.526411631075	125.460730964455	132.893357778077	123.685355888451	131.523933782876	126.610664945229	125.376682655243	129.393827485338	123.182012105555	129.042429501387	NA	129.64056511434	NA	126.676564517079	132.494272913608	128.318825741583	126.233113461622
5043	5043	119.679495702941	111.01677889983	118.682786168957	113.891323682013	112.064336848872	103.668657490935	110.676597330175	113.14048661481	110.842351386254	112.068764107518	119.203675442932	116.268449939328	112.239753526975	109.376721418655	NA	112.737880998727	111.071871182038	114.132216213775	113.465433276493	109.989686775459	113.166289550695	NA	NA	114.021098763232	110.809828392535	107.230868160999	NA	116.982614641558	105.007369579955	114.656846606969	112.825287559018	115.130324492884	NA	NA	112.295413772838	NA	117.470402352285	113.696092167957	114.014231922595	113.102010630262	113.334649336527	111.386625206858	116.429614080686	115.054329792423	NA	114.821197009645	113.305782950922	114.858937357636	117.320278966719	116.336063936859
5045	5045	NA	119.799642979954	117.973934016343	113.921380823833	119.402985612506	NA	113.170604454696	115.778545543071	120.449318996198	116.98986090328	110.236224814961	117.480667048913	111.455631129149	113.823856613842	114.404879619763	NA	112.119591523195	NA	116.77576024254	119.025024090328	118.4942255109	112.036345269376	115.300234319201	115.087164168819	111.021260981291	109.978250066181	NA	120.748427454845	117.450732443742	115.88520532923	119.707184973849	114.44843713425	117.905646976417	116.900252927091	119.595004026137	116.247151960525	113.515861811241	119.120557970471	114.120743058741	116.782694056638	118.554251971326	113.389682977642	115.014863095457	114.046916693161	NA	118.076170748319	116.541709279296	114.199025898007	NA	116.289684682221
5046	5046	117.901837192094	124.632849274421	120.88935205814	125.948036191251	NA	122.953691635131	120.567670707267	123.058284316753	122.19718373036	120.619947348443	122.772282096051	125.27240931054	122.313441326287	127.786583357127	123.587650146332	121.463016988326	NA	123.173758288962	122.722696297118	123.657008279156	122.360119702789	123.975795538671	121.793064382428	125.197104195469	116.70375906191	121.507810930072	123.800013883277	121.651353999486	127.89887730683	124.437098408905	125.268396528631	125.456255758222	129.732486027315	NA	121.965897653914	121.452088523014	130.674827820728	127.355715984913	123.320647695825	NA	120.05443694519	118.15869179474	129.68072369711	124.201963559658	129.270434687556	124.79366589351	121.035207671465	121.421031419376	124.132257763509	121.326122041611
5049	5049	112.799873881655	119.976321139528	114.432346894269	120.098620507756	120.359343782722	112.418595384798	122.880151492982	120.725711911534	120.665685160142	119.141661761059	119.472989919515	NA	NA	NA	119.615706039243	122.121003802808	NA	117.846361266378	121.957096851472	119.590351800641	116.028237422486	118.122456966521	115.773761559152	116.162146041897	116.752124463246	120.178816139188	117.565029552981	116.497654662252	120.029367981293	122.73127657486	124.171250826159	109.73537767433	119.298375319932	116.404280144548	120.666208259363	NA	123.29235060314	115.994021730166	121.061049636077	119.395353101273	117.20964265547	NA	123.156585311732	112.521527960468	117.474299154997	113.230385614837	114.454272472331	116.108963042284	113.088173173472	120.527948735277
5050	5050	114.501093693863	114.119528685352	119.096425711767	112.935082980784	126.706444459847	117.040097219116	115.366222634757	119.539028889672	113.284085514224	115.190192082726	122.292135229713	NA	113.206201184019	124.170765600425	114.076535450137	112.858024729472	NA	115.424363427132	NA	119.127609802611	112.96269391291	111.325110203049	116.030235592976	114.718307986209	115.276785239315	120.8275146759	117.401683160136	114.708247565858	112.766699748765	112.937496632675	117.456188071862	NA	120.344145906971	116.532347356414	116.09499867679	115.078074503102	117.747999657277	114.59044564143	121.441468051015	118.8923263814	NA	116.731190541374	118.503232533511	116.257999320024	117.619432373924	108.51584337946	121.757956827845	NA	119.828946147809	116.901442461904
5053	5053	NA	107.405862991652	113.799007491093	113.072670676716	110.62087960759	114.00493017295	111.227882128191	113.258762726419	107.83225676561	111.252905968394	117.253216026144	114.686042337143	NA	116.362764891525	116.147448503088	108.639753798877	113.175826460835	114.408100622471	NA	NA	117.966890734011	113.530933751659	113.188832925594	115.259817252674	108.107168259584	123.228889441867	111.017875998241	113.89870827476	109.89193516087	112.615386230719	NA	118.44668017925	112.450585574894	110.773172282053	112.283621746671	112.798980700953	112.760963312177	119.487638431519	113.652169666759	118.095990500111	118.643812230258	106.347341707215	111.484655275763	NA	113.106681267501	NA	112.852462066194	111.817273390586	NA	119.378684667491
5054	5054	131.032891302864	NA	NA	129.950509594937	130.153517879313	124.639432722455	127.683691322728	130.175276459739	NA	122.156680538961	127.029607865693	129.362225808379	128.912008824108	131.735077309683	126.863034253765	126.510659677319	135.58030513854	131.127757623735	NA	126.127202020415	132.837621555805	125.443988761513	NA	130.606188272078	123.652259265903	136.244008614746	124.821785380062	125.698466431948	124.057004719582	130.102780630395	127.649154744342	134.479529552687	131.708232685423	125.683338592297	125.214054597548	129.473016132736	131.718507671374	133.01059995743	129.354154765732	NA	130.583969059428	126.016146460478	128.250698582268	126.477500752014	128.191497624515	131.372123502389	128.962412289476	125.006511884834	NA	132.577891216543
5057	5057	106.870612847005	109.570495047338	104.638192150001	114.622414370725	108.182053700242	107.253038278358	102.346284041563	102.390557039557	107.791392934832	106.064013940362	105.317219015405	104.508805019301	109.271951183189	NA	108.370185624743	NA	107.388559723085	106.36383002751	105.326113153996	102.794339610982	109.979607591226	108.295355048563	102.790317963263	NA	104.29132172874	102.79466779472	110.34423336271	111.289911182554	110.671149706818	106.912513348466	103.351604033419	NA	110.839687000039	100.804288167229	104.810387424131	NA	106.314734910196	106.82586986335	104.706339976677	111.284279550928	104.691668345219	109.699576107609	101.256841572294	104.15588415458	NA	110.844446668833	104.175765880701	104.619484244002	106.152932206983	114.544059566752
5059	5059	NA	104.821545542264	104.472479559749	108.455712609908	111.402647815386	110.580245981494	105.944657526193	106.68108323715	104.575024462006	105.460667268194	108.570809692622	108.233650429196	NA	108.448161170185	104.995877008071	110.772574654665	110.60700077869	105.400397562964	105.354104493873	NA	107.032972488116	NA	103.791651588048	NA	106.289598880217	105.190819672505	108.241014849691	103.3155898017	104.569831474018	116.698314665754	NA	104.714495254138	103.303696013346	99.4472635846834	107.681586590326	NA	NA	NA	111.772180998014	109.277215853212	NA	111.221266832103	106.585735857701	106.155409083442	NA	NA	108.269366931573	111.277486076679	102.459107763049	110.194613087242
5060	5060	NA	124.316786596546	123.656712754101	120.688058616716	125.841530799998	120.591908962728	120.441139166462	119.012354024405	125.340480183562	124.853000441746	116.72195010915	NA	120.175568492524	121.072153737802	121.963918663985	NA	121.077504859077	121.020367679382	122.885047373755	122.724567057476	118.491703196558	121.335270499063	116.22640135529	NA	122.267978616403	120.481168116444	122.237841698049	118.353604037202	122.757784377563	120.850817309721	125.385253609889	122.71417353491	120.125575842766	118.348402352959	122.022344247979	120.920380829212	119.041755313224	117.552432879584	120.758557670882	128.246537451511	119.433020768092	120.228926243269	124.412528634318	124.34125398276	122.839304421439	NA	115.280912483235	123.700217771621	119.399710772885	120.829960717019
5061	5061	120.517422642338	127.587738861058	119.97587528186	122.466673527458	NA	129.366512412907	133.205232215599	121.029445573842	129.298954407542	129.030910902479	125.153449594472	125.006537518062	124.188158213334	122.594154817039	131.312556094024	124.569469525219	NA	126.211214176074	125.257425445946	128.519925363109	124.176076533245	123.625919637988	129.007860733482	130.403691664759	123.457101258371	123.540248328542	NA	NA	117.453809701563	120.966545380555	NA	130.08612962208	127.022443212753	125.432243223541	127.084761832182	124.505878712181	125.340628696597	124.647029632076	119.844708147396	NA	124.979154709001	NA	124.597577716797	124.887314120141	NA	NA	NA	123.24438420887	123.095040841164	121.746683936435
5062	5062	118.352384224799	NA	117.105083095669	117.466432180798	118.374618750547	119.44399899047	116.646487473145	115.713372909972	NA	117.453812862663	114.512595824998	113.665525953008	NA	110.895365219864	118.966524512729	121.706346206064	NA	117.115781440931	117.560227878879	119.429741194898	110.77649355086	115.34974208805	120.743085832207	NA	116.014718305258	112.78602608173	117.228718791357	111.319713842164	113.222267937792	110.193706214169	119.388538383644	116.951498898418	110.355650505735	113.265982305888	114.46725328546	119.331124486426	114.256815885572	NA	111.520367023744	NA	125.659036218797	NA	113.948281547103	117.192039362265	114.012019946501	116.692586249543	NA	119.582479906584	NA	118.73534261719
5063	5063	119.384345151197	117.376400858341	122.95328084363	NA	123.065301666163	113.381597714473	113.833924782542	NA	112.61178019319	117.556947937637	116.867822120208	123.677693119057	127.777748346463	121.162871794753	115.819538941689	115.912077075517	119.68057666095	123.323823558077	115.516623428064	118.351570617482	114.824052739795	114.724668537154	119.858202830817	122.931043406773	116.732767379258	116.339706967674	123.931834588868	117.594974448632	115.33116516344	120.871926054582	117.04641113833	121.197357831564	114.803268453581	116.37383739465	114.106435725298	117.369811981196	117.578523428586	118.992979337882	112.050340488579	116.894487349929	115.706104977197	116.213300829815	122.216448112746	118.336571746647	119.104092685817	119.878428552303	NA	118.869573750176	117.20638037986	116.615805873379
5064	5064	114.520759935694	111.660861145601	119.628755631182	108.029303357324	NA	113.45919014749	117.127995669869	109.12188724584	110.241042805771	116.811101958273	112.549263069481	113.685352773982	116.465774235971	114.011319176707	113.333065355783	NA	NA	110.699830288998	115.822616019956	114.765798824995	115.158744326255	118.531866185025	112.993576664831	NA	108.766411025602	107.391542749355	114.565166339655	NA	113.075823312161	111.508581619644	112.11183132579	111.09260064046	112.597482399457	110.054822250467	112.017748850366	114.391674832851	112.033775339065	111.566870914541	114.295478392173	NA	112.098519608563	107.072912065276	NA	116.496443897888	112.793534421331	107.023751926545	111.439293811744	113.778492779581	NA	112.725867449572
5065	5065	103.206713886224	105.051127213105	111.648665934831	107.95755029026	NA	109.691232008984	103.381621733464	107.143509751344	110.070082706189	109.841022210691	111.362512852637	103.948485934733	107.930668660395	105.453300723019	107.362015471934	110.425926157951	102.949769981763	107.965687167022	112.452923589388	111.699086817184	111.724895432776	107.334652004924	100.112153579566	106.993367444027	110.115723193252	NA	109.309500493003	112.195573611671	NA	105.685775591943	NA	113.228106283332	107.886436882506	114.429146438303	104.773168900243	108.7660411606	108.56729529431	106.814118495367	107.677546948249	NA	110.28888859966	110.474448407995	109.602329687843	107.6075419416	106.220179827201	NA	109.801615472232	100.170958295804	111.277745619385	106.821083561755
5066	5066	NA	112.649506041901	116.280376804739	115.578229958613	111.812318690259	112.898077946056	112.403590039409	115.121841078251	114.932592571102	115.021599287316	119.058110641096	114.977915691676	106.648148954952	113.859555987792	111.812704376767	NA	112.083905979593	114.399811553092	111.942808813179	112.452152154161	117.596026036417	NA	110.66437641072	119.742955422264	112.87793080674	112.716679969206	NA	113.880507765357	108.082390188854	109.207665468684	NA	111.638808586953	111.241201274424	118.963828300625	111.604632133534	112.908153122597	112.361074940191	115.494409860112	110.958203833103	NA	113.54433529267	110.782641923699	116.850853623487	116.18745711707	NA	111.515772315564	113.251318812478	114.348487127746	111.798510580814	110.903729153943
5067	5067	123.128663430708	120.817398653675	NA	121.226381803953	126.487875875386	119.733264573642	122.480358916309	118.536945020481	122.511873227646	121.127252381578	119.938650727176	120.028120477428	123.233177658811	123.338183604065	121.959637655066	124.883942493867	120.020746020792	122.932338470958	126.987261365805	NA	124.57046003414	125.420193112665	125.46218547565	122.939295327348	127.342132225173	123.877154907228	120.663599032733	NA	125.134369229417	121.736632773081	128.741735710704	NA	123.11901618671	125.977913502132	124.827231368859	123.156314792765	120.350264844802	119.770830477692	123.544996635482	120.084337808149	122.505005913175	127.702687088813	118.411345181937	127.244715539413	NA	NA	126.660482699279	124.208081994719	126.629400538237	124.439355587959
